name,email,product,balance_due,country,add_card
Jose Ramón Pardo,jose.ramon.pardo@gmail.com,iron,9.98,ES,yes
Étienne Costa,etienne.costa@protonmail.com,iron,9.98,FR,yes
André Weber,andre.weber@hotmail.com,bronze,19.98,FR,yes
Justin Trujillo,justin.trujillo@icloud.com,bronze,19.98,US,yes
James Mercado,james.mercado@protonmail.com,bronze,19.98,US,yes
Sterre Rotteveel,sterre.rotteveel@protonmail.com,bronze,19.98,NL,yes
Madeleine Rossi,madeleine.rossi@protonmail.com,iron,9.98,FR,yes
Giuseppina Rädel,giuseppina.radel@gmail.com,bronze,19.98,DE,yes
Rayan Verboom,rayan.verboom@hotmail.com,silver,174.93,NL,yes
Marine Martel,marine.martel@yahoo.com,iron,9.98,FR,yes
Nathalie Rémy,nathalie.remy@hotmail.com,bronze,19.98,FR,yes
Jaroslaw Jacobi Jäckel,jaroslaw.jacobi.jackel@hotmail.com,iron,9.98,DE,yes
Cory Watts,cory.watts@gmail.com,silver,174.93,CA,yes
John Horn,john.horn@icloud.com,bronze,69.93,NZ,yes
Monique Guérin,monique.guerin@yandex.com,iron,9.98,FR,yes
Annette Morgan,annette.morgan@hotmail.com,iron,9.98,GB,yes
Samanta Ponce,samanta.ponce@yandex.com,iron,9.98,PA,no
María Elena Pabón,maria.elena.pabon@icloud.com,gold,79.98,MX,yes
David Cabrera,david.cabrera@gmail.com,iron,9.98,US,yes
Leah Jonkman,leah.jonkman@gmail.com,iron,9.98,NL,yes
Thomas Courtois,thomas.courtois@gmail.com,silver,49.98,FR,yes
Gracia Ledesma,gracia.ledesma@hotmail.com,bronze,19.98,GT,yes
Maria Fernanda Cunha,mcunha7728@icloud.com,bronze,69.93,BR,yes
María Teresa Alcántara,malcantara5516@hotmail.com,bronze,69.93,AR,yes
Julián Priego,julian.priego@hotmail.com,silver,174.93,ES,no
Wendy Adams,wendy.adams@icloud.com,silver,174.93,NZ,no
Julie Dumas,julie.dumas@protonmail.com,iron,9.98,FR,yes
Krista Robinson,krista.robinson@gmail.com,iron,9.98,US,yes
Nova Boeser,nova.boeser@protonmail.com,silver,49.98,NL,yes
Lisa Wang,lisa.wang@gmail.com,iron,9.98,US,yes
José Ramirez,jose.ramirez@yahoo.com,iron,9.98,GT,yes
Arthur Slingerland,arthur.slingerland@yandex.com,bronze,19.98,NL,yes
Amleto Luria,amleto.luria@yandex.com,bronze,19.98,IT,no
Daryl Hartman,daryl.hartman@yandex.com,iron,9.98,AU,yes
Lázaro Moliner,lazaro.moliner@yandex.com,iron,9.98,CR,yes
María Dolores Agustí,bluetiger4526@outlook.com,silver,174.93,ES,yes
Max Austermühle,maustermuhle3986@gmail.com,bronze,69.93,DE,yes
Alyssa Perez,alyssa.perez@yahoo.com,iron,9.98,AU,no
James Kelley,james.kelley@icloud.com,iron,9.98,CA,yes
Rebecca Larsen,rebecca.larsen@yahoo.com,iron,9.98,NZ,yes
Graziella Bixio,graziella.bixio@gmail.com,iron,9.98,IT,yes
Adele Piccinni,adele.piccinni@protonmail.com,iron,9.98,IT,no
Nisa Simonis,nisa.simonis@yandex.com,iron,9.98,NL,yes
Renee Mercado,renee.mercado@icloud.com,gold,279.93,AU,yes
Melina Modiano,melina.modiano@icloud.com,iron,9.98,IT,yes
Gemma Hurst,gemma.hurst@hotmail.com,iron,9.98,GB,yes
Anna Ferrándiz,anna.ferrandiz@gmail.com,bronze,19.98,CR,no
Elsa Cedillo,elsa.cedillo@gmail.com,iron,9.98,MX,yes
Seth Pratt,seth.pratt@yahoo.com,bronze,19.98,NL,no
Isis Koning,isis.koning@icloud.com,iron,9.98,NL,yes
Angelina Pino,angelina.pino@hotmail.com,iron,9.98,PA,yes
Lorena Soria,lorena.soria@hotmail.com,iron,9.98,MX,yes
Renske Rutten,renske.rutten@gmail.com,silver,49.98,NL,yes
Sandra Ellis,sandra.ellis@protonmail.com,bronze,19.98,US,yes
Margot Valentin,margot.valentin@yahoo.com,iron,9.98,FR,yes
Scott Cook,scook9305@yahoo.com,gold,239.94,CA,no
Cathrine Abrahamsen,cathrine.abrahamsen@icloud.com,bronze,59.94,NO,yes
Paul Howe,paul.howe@gmail.com,bronze,59.94,CA,yes
Severino Company,severino.company@icloud.com,bronze,19.98,ES,yes
Gérard Mace,gerard.mace@yandex.com,iron,9.98,FR,yes
Jesse Jackson,jesse.jackson@yandex.com,iron,9.98,NZ,yes
Julie Mueller,julie.mueller@icloud.com,bronze,19.98,AU,no
Erika Beckmann,erika.beckmann@hotmail.com,iron,9.98,DE,yes
Herminio Cerro,herminio.cerro@yandex.com,bronze,19.98,GT,yes
Irene Casanova,irene.casanova@outlook.com,bronze,59.94,MX,yes
Lisbeth Svensson,lsvensson1471@yahoo.com,silver,149.94,SE,yes
John Johnson,jjohnson1064@yahoo.com,bronze,59.94,US,no
Margaret Wright,mwright9960@hotmail.com,silver,149.94,CA,yes
Sophia Pinto,sophia.pinto@yahoo.com,bronze,59.94,BR,yes
Bruce Harrison,bruce.harrison@gmail.com,iron,9.98,GB,yes
Linda Morris,linda.morris@yahoo.com,gold,79.98,GB,yes
Amy Moyer,amy.moyer@hotmail.com,iron,9.98,US,yes
Kimberly Harrison,kimberly.harrison@hotmail.com,iron,9.98,AU,yes
María Teresa Revilla,maria.teresa.revilla@yahoo.com,iron,9.98,PA,yes
Maria Luiza Carvalho,mcarvalho8669@yahoo.com,gold,239.94,BR,yes
Herminio Arrieta,herminio.arrieta@outlook.com,gold,239.94,AR,no
Virginie Imbert,virginie.imbert@hotmail.com,iron,9.98,FR,no
Lucy Germain,lucy.germain@icloud.com,iron,9.98,FR,yes
Lisa Brown,lisa.brown@yandex.com,iron,9.98,AU,yes
Édouard Boulanger,edouard.boulanger@protonmail.com,bronze,19.98,FR,yes
Nicholas Reynolds,nicholas.reynolds@icloud.com,iron,9.98,NZ,yes
Dani Boeser,dani.boeser@icloud.com,iron,9.98,NL,yes
Kevin Murray,kevin.murray@gmail.com,gold,239.94,AU,yes
Piotr Schmidt,pschmidt9850@hotmail.com,bronze,59.94,DE,yes
Sheila Jones,sheila.jones@hotmail.com,iron,9.98,US,no
Mika van de Velde,mika.van.de.velde@gmail.com,iron,9.98,NL,yes
Ingetraud Gorlitz,ingetraud.gorlitz@yandex.com,iron,9.98,DE,yes
Cosme Cabezas,cosme.cabezas@hotmail.com,iron,9.98,PA,yes
Joseph Lemonnier,joseph.lemonnier@hotmail.com,bronze,19.98,FR,yes
Guiomar Alberdi,guiomar.alberdi@hotmail.com,gold,79.98,PA,yes
Frédérique Blanchard,frederique.blanchard@hotmail.com,iron,9.98,FR,yes
Franck Carpentier,franck.carpentier@yahoo.com,iron,9.98,FR,yes
Ana Lívia Costela,acostela9825@yahoo.com,bronze,59.94,BR,no
André Azevedo,aazevedo1009@outlook.com,bronze,59.94,BR,yes
Eugène Chevallier,eugene.chevallier@hotmail.com,iron,9.98,FR,yes
Zoe Matthews,zoe.matthews@protonmail.com,iron,9.98,GB,yes
Mark Moreno,mark.moreno@yandex.com,iron,9.98,CA,yes
Carl Washington,carl.washington@yandex.com,iron,9.98,AU,yes
Rhys McPherson,rhys.mcpherson@yandex.com,bronze,19.98,NZ,no
Madeleine Baudry,madeleine.baudry@yahoo.com,silver,49.98,FR,yes
Elizabeth Roberts,elizabeth.roberts@yandex.com,iron,9.98,AU,yes
Georges Torres,georges.torres@icloud.com,iron,9.98,FR,yes
Yassin van Dagsburg,yassin.van.dagsburg@yandex.com,iron,9.98,NL,yes
Linda Dörschner,linda.dorschner@gmail.com,bronze,19.98,DE,yes
Máxima Carlos,maxima.carlos@protonmail.com,silver,49.98,PA,no
Marie Clark,marie.clark@yahoo.com,bronze,19.98,GB,no
Mina Pohl,mina.pohl@yahoo.com,bronze,19.98,DE,no
Renske Ghoerle,renske.ghoerle@icloud.com,bronze,19.98,NL,yes
Iván Delgadillo,ivan.delgadillo@yandex.com,iron,9.98,MX,yes
Sam Reed,sam.reed@protonmail.com,silver,49.98,GB,yes
Linda Beattie,linda.beattie@yandex.com,bronze,19.98,NZ,yes
Michael Clarke,michael.clarke@protonmail.com,iron,9.98,AU,yes
Paula Gonzalez,paula.gonzalez@protonmail.com,silver,49.98,CR,no
Dorothée Turpin,dorothee.turpin@protonmail.com,bronze,19.98,FR,yes
Adèle Blot,adele.blot@icloud.com,iron,9.98,FR,no
Wolfgang Beier,wolfgang.beier@icloud.com,iron,9.98,DE,no
Vitória Nunes,vnunes9904@icloud.com,bronze,59.94,BR,yes
Rachael Lincoln,rlincoln7380@icloud.com,gold,239.94,IE,yes
Paul Hope,paul.hope@gmail.com,iron,9.98,NZ,no
Eusebia Carreras,eusebia.carreras@gmail.com,silver,49.98,ES,yes
Georges Dijoux,georges.dijoux@gmail.com,silver,49.98,FR,yes
Gabrielle Fontaine,gabrielle.fontaine@gmail.com,bronze,19.98,FR,yes
Tomás Amorós,tomas.amoros@yandex.com,iron,9.98,CR,yes
Karen Ruppersberger,kruppersberger7597@gmail.com,bronze,59.94,DE,yes
Denise Pedersen,dpedersen5291@hotmail.com,bronze,59.94,NZ,yes
Cristian Carreras,cristian.carreras@gmail.com,gold,79.98,GT,no
Holly Cooper,holly.cooper@protonmail.com,iron,9.98,GB,no
Daphne Michielsen,daphne.michielsen@protonmail.com,iron,9.98,NL,yes
Brandon Carter,brandon.carter@hotmail.com,iron,9.98,AU,yes
Aldo Casillas,aldo.casillas@yahoo.com,silver,49.98,MX,yes
Pascual Gilabert,pascual.gilabert@hotmail.com,bronze,19.98,CR,yes
Ruperta Salamanca,rsalamanca9226@icloud.com,bronze,59.94,ES,yes
Rosl Zirme,rzirme7398@hotmail.com,bronze,59.94,DE,yes
Dominic Miller,dominic.miller@protonmail.com,bronze,19.98,GB,no
Alessandro Dehmel,alessandro.dehmel@icloud.com,iron,9.98,DE,yes
Élise Joubert,elise.joubert@protonmail.com,iron,9.98,FR,yes
Gaspar Caro,gaspar.caro@icloud.com,iron,9.98,GT,yes
Jessica Miller,jessica.miller@yandex.com,iron,9.98,US,yes
Vanessa Smith,vanessa.smith@hotmail.com,silver,49.98,GB,yes
Michèle Durand,michele.durand@yandex.com,iron,9.98,FR,yes
Modesta Calleja,modesta.calleja@gmail.com,iron,9.98,ES,yes
Frances Moore,frances.moore@icloud.com,bronze,59.94,DK,no
Jacqueline Johns,jacqueline.johns@yahoo.com,iron,9.98,CA,yes
Biagio Scandone,biagio.scandone@yandex.com,silver,49.98,IT,no
James Shaw,james.shaw@icloud.com,iron,9.98,NZ,yes
Adalberto Ferrero,adalberto.ferrero@yandex.com,iron,9.98,ES,yes
Suze van der Stael de Jonge,suze.van.der.stael.de.jonge@gmail.com,iron,9.98,NL,yes
Ryan Mccoy,ryan.mccoy@yahoo.com,silver,49.98,AU,yes
Christelle Maillet,christelle.maillet@protonmail.com,bronze,19.98,FR,yes
Fabrizia Falloppio,fabrizia.falloppio@protonmail.com,iron,9.98,IT,no
Pien Heinrichs,pien.heinrichs@yahoo.com,bronze,19.98,NL,yes
Matthew Ross,mross4480@gmail.com,silver,149.94,AU,yes
Jason Robinson,jrobinson8671@yahoo.com,bronze,59.94,AU,yes
Gerard Jones,gerard.jones@yandex.com,iron,9.98,GB,yes
Emmanuel Parent,emmanuel.parent@yandex.com,iron,9.98,FR,yes
Rogelio Navarro,rogelio.navarro@gmail.com,iron,9.98,CR,yes
Esmeralda Haro,esmeralda.haro@protonmail.com,iron,9.98,MX,yes
Reece Nelson,rnelson5031@yahoo.com,bronze,59.94,GB,yes
Gary Wall,gary.wall@protonmail.com,iron,9.98,GB,yes
Sheila Kemp,sheila.kemp@gmail.com,iron,9.98,GB,yes
Heather Taylor,heather.taylor@protonmail.com,iron,9.98,US,yes
Sarah Wilson,sarah.wilson@icloud.com,bronze,19.98,US,yes
Alexandria Muller,alexandria.muller@yahoo.com,gold,79.98,FR,yes
James Sanchez,james.sanchez@yahoo.com,iron,9.98,AU,yes
Luce Bailly,luce.bailly@yahoo.com,bronze,19.98,FR,yes
Nia Robson,lunarwave5211@yahoo.com,silver,149.94,NZ,no
Erol Junitz,erol.junitz@yahoo.com,iron,9.98,DE,yes
Antonia Salvà,antonia.salva@hotmail.com,silver,49.98,PA,no
Amedeo Vigorelli,amedeo.vigorelli@yandex.com,silver,49.98,IT,yes
Maartje den Teuling,maartje.den.teuling@hotmail.com,iron,9.98,NL,yes
Modesto Gil,modesto.gil@icloud.com,silver,49.98,PA,yes
Olivia Wills,olivia.wills@icloud.com,iron,9.98,NZ,yes
Nicoletta Bondumier,nicoletta.bondumier@gmail.com,iron,9.98,IT,yes
Alyssa Fields,alyssa.fields@hotmail.com,silver,149.94,AU,yes
Stacy Cole,stacy.cole@yandex.com,gold,79.98,US,yes
Eva Merino,eva.merino@yandex.com,iron,9.98,MX,yes
Ariadna Arreola,ariadna.arreola@icloud.com,gold,79.98,MX,yes
Bart Fiere,bart.fiere@hotmail.com,silver,49.98,NL,yes
Capucine Mallet,capucine.mallet@icloud.com,iron,9.98,FR,yes
Wilfried Albers,wilfried.albers@yandex.com,bronze,19.98,DE,yes
Cirillo Solari,cirillo.solari@yahoo.com,silver,49.98,IT,yes
Lot van Alenburg,lot.van.alenburg@protonmail.com,iron,9.98,NL,yes
Sofía Soria,sofia.soria@icloud.com,iron,9.98,ES,no
Bas de Roo,bas.de.roo@yahoo.com,iron,9.98,NL,yes
Nathaniel Aguilar,nathaniel.aguilar@yahoo.com,iron,9.98,CA,yes
Isa Florio,isa.florio@hotmail.com,iron,9.98,IT,yes
Maurice Bouvet,maurice.bouvet@hotmail.com,iron,9.98,FR,yes
Ernesto Téllez,ernesto.tellez@hotmail.com,iron,9.98,MX,yes
Christopher Hanson,christopher.hanson@hotmail.com,gold,239.94,AU,yes
Bethany Feeny,bfeeny8918@hotmail.com,silver,149.94,IE,no
Ernesto Gracia,ernesto.gracia@protonmail.com,iron,9.98,ES,yes
Jean Francis,jean.francis@protonmail.com,iron,9.98,GB,no
Beth King,beth.king@yahoo.com,bronze,19.98,US,yes
Renato Suárez,renato.suarez@yandex.com,iron,9.98,MX,yes
Evaristo Gonzalo,evaristo.gonzalo@yandex.com,iron,9.98,PA,yes
Marisa Majorana,marisa.majorana@yandex.com,bronze,19.98,IT,yes
Gundi Hübel,gundi.hubel@yandex.com,bronze,19.98,DE,yes
Ashley Ramos,ashley.ramos@hotmail.com,bronze,19.98,AU,yes
Vincent Marie,vincent.marie@gmail.com,iron,9.98,FR,yes
Birgitt Höfig,birgitt.hofig@gmail.com,iron,9.98,DE,yes
Tina Parkinson,tina.parkinson@hotmail.com,silver,49.98,GB,yes
Fabiola Vélez,fabiola.velez@icloud.com,bronze,19.98,CR,no
Hipólito Gordillo,hgordillo4400@icloud.com,gold,239.94,ES,yes
Ryan Smith,zetaone7056@icloud.com,bronze,59.94,DK,yes
Octavio Marti,octavio.marti@icloud.com,iron,9.98,ES,yes
Segismundo Huguet,segismundo.huguet@protonmail.com,iron,9.98,ES,yes
Fabiola Prieto,fabiola.prieto@yahoo.com,bronze,19.98,MX,yes
Melania Águila,melania.aguila@icloud.com,silver,49.98,CR,yes
Josefina Santiago,josefina.santiago@protonmail.com,iron,9.98,MX,no
Christina Wohlgemut,christina.wohlgemut@yandex.com,iron,9.98,DE,yes
Bernard Johnson,bernard.johnson@icloud.com,bronze,19.98,GB,yes
Concha Gil,cgil9064@outlook.com,silver,149.94,ES,yes
Lorenza Cabrero,lorenza.cabrero@gmail.com,bronze,19.98,CR,yes
Claudio Scheibe,claudio.scheibe@yandex.com,bronze,19.98,DE,no
Kahurangi Riley,kahurangi.riley@protonmail.com,bronze,19.98,NZ,yes
Esteban Ramos,esteban.ramos@protonmail.com,iron,9.98,MX,yes
Clémence Neveu,clemence.neveu@hotmail.com,silver,49.98,FR,yes
Manuelita Cuevas,manuelita.cuevas@yahoo.com,iron,9.98,PA,yes
Delia Flórez,delia.florez@yandex.com,silver,49.98,MX,yes
Michele Peterson,michele.peterson@gmail.com,silver,49.98,CA,yes
Imelda Berrocal,imelda.berrocal@gmail.com,bronze,19.98,ES,yes
Cody Middleton,cody.middleton@yahoo.com,iron,9.98,NZ,yes
Lukas Stinis,lukas.stinis@yandex.com,iron,9.98,NL,yes
Shannon Williams,shannon.williams@gmail.com,iron,9.98,GB,no
Evelyn Pereira,evelyn.pereira@hotmail.com,bronze,59.94,BR,yes
Herrmann Ebert,herrmann.ebert@gmail.com,bronze,59.94,DE,no
Zita Karz,zita.karz@protonmail.com,iron,9.98,DE,yes
Mirko Süßebier,mirko.suebier@gmail.com,iron,9.98,DE,no
Lilija Häring,lilija.haring@icloud.com,gold,79.98,DE,yes
Joshua Fitzgerald,joshua.fitzgerald@gmail.com,iron,9.98,GB,no
Autumn Edwards,autumn.edwards@yandex.com,bronze,19.98,CA,yes
Ilhan Ehlert,ilhan.ehlert@yandex.com,gold,79.98,DE,yes
Jimena Juárez,jimena.juarez@icloud.com,bronze,19.98,PA,yes
Victoria Garza,victoria.garza@yandex.com,iron,9.98,AU,yes
Heinz-Josef Wähner,heinz-josef.wahner@yandex.com,iron,9.98,DE,yes
Maurizio Ferrata,maurizio.ferrata@gmail.com,bronze,19.98,IT,yes
Anna Douglas,adouglas3874@yahoo.com,gold,239.94,CA,yes
Ulises Río,ulises.rio@yahoo.com,iron,9.98,PA,yes
Eva María Escalona,eva.maria.escalona@yahoo.com,gold,79.98,PA,yes
Ricky Scott,ricky.scott@yahoo.com,silver,49.98,CA,yes
Emilia Armengol,emilia.armengol@icloud.com,iron,9.98,GT,no
Thierry Rousset,thierry.rousset@yandex.com,bronze,19.98,FR,yes
Feliciano Perelló,feliciano.perello@yahoo.com,iron,9.98,ES,yes
John Stewart,john.stewart@gmail.com,bronze,59.94,DK,yes
Manawa Sanders,manawa.sanders@protonmail.com,iron,9.98,NZ,no
Dylano van Orleans,dylano.van.orleans@gmail.com,iron,9.98,NL,yes
Vanessa Soto,vanessa.soto@gmail.com,iron,9.98,CA,yes
Annetta Aldobrandi,annetta.aldobrandi@icloud.com,iron,9.98,IT,no
Lidia Saldaña,lidia.saldana@hotmail.com,iron,9.98,ES,yes
Roger Lundström,rlundstrom3031@outlook.com,silver,149.94,SE,no
Remedios Ferrera,remedios.ferrera@yahoo.com,bronze,19.98,GT,yes
Pasqual Borromeo,pasqual.borromeo@protonmail.com,iron,9.98,IT,yes
Claudia Wright,claudia.wright@icloud.com,iron,9.98,CA,yes
Serafina Grande,serafina.grande@icloud.com,gold,79.98,ES,yes
Gonzalo Arjona,gonzalo.arjona@yandex.com,silver,49.98,CR,yes
Benoît Lemonnier,benoit.lemonnier@protonmail.com,iron,9.98,FR,yes
Fedde Appelman,fedde.appelman@icloud.com,iron,9.98,NL,no
Teodoro Larrañaga,teodoro.larranaga@yahoo.com,silver,49.98,PA,no
Élise Petit,elise.petit@yahoo.com,bronze,19.98,FR,no
Brigitte Germain,brigitte.germain@hotmail.com,iron,9.98,FR,yes
Alison Lane,alison.lane@icloud.com,silver,49.98,NZ,yes
Celso Sanabria,celso.sanabria@yahoo.com,silver,49.98,ES,no
Henning Kostolzin,henning.kostolzin@yandex.com,silver,49.98,DE,yes
Tiffany Fowler,tiffany.fowler@yandex.com,iron,9.98,US,yes
Kristin Moss,kristin.moss@protonmail.com,silver,49.98,AU,yes
Cayetana Vara,cayetana.vara@icloud.com,silver,49.98,GT,no
Domitila Mercader,domitila.mercader@yahoo.com,iron,9.98,ES,yes
William Houston,william.houston@hotmail.com,iron,9.98,US,yes
Viola Sundberg,vsundberg8071@icloud.com,bronze,59.94,SE,yes
Demi-Leigh Simmon,demileigh.simmon@yahoo.com,gold,239.94,IE,no
Amber Smith,amber.smith@hotmail.com,bronze,19.98,GB,yes
Angel Moore,angel.moore@icloud.com,iron,9.98,AU,no
Giuliano Morricone,giuliano.morricone@icloud.com,iron,9.98,IT,yes
Ayoub Stange,ayoub.stange@yahoo.com,bronze,19.98,NL,yes
Lando Pisano,lando.pisano@yandex.com,iron,9.98,IT,yes
Joël van Brenen,joel.van.brenen@hotmail.com,bronze,19.98,NL,yes
Claudio Callegaro,claudio.callegaro@protonmail.com,iron,9.98,IT,yes
Arturo Bayona,arturo.bayona@yandex.com,iron,9.98,GT,yes
Koen van Spreeuwel,koen.van.spreeuwel@yandex.com,silver,49.98,NL,no
Loredana Malipiero,loredana.malipiero@gmail.com,iron,9.98,IT,yes
Heliodoro Mercader,heliodoro.mercader@gmail.com,iron,9.98,ES,yes
Caterina Ginesio,caterina.ginesio@yahoo.com,iron,9.98,IT,yes
Erick Ribeiro,eribeiro5084@yahoo.com,silver,149.94,BR,no
Nathaniel McIlwee,nmcilwee9956@outlook.com,silver,149.94,IE,yes
Mitchell Baker,mitchell.baker@yahoo.com,iron,9.98,AU,no
José Martí,jose.marti@icloud.com,silver,49.98,CR,no
Noelia Sarmiento,noelia.sarmiento@gmail.com,iron,9.98,ES,yes
Matthew Andrews,matthew.andrews@gmail.com,iron,9.98,GB,no
Melanie Nolan,melanie.nolan@hotmail.com,iron,9.98,NZ,yes
Angelina van Rooij,angelina.van.rooij@icloud.com,silver,49.98,NL,no
Margaux Morel,margaux.morel@yahoo.com,iron,9.98,FR,yes
Dolores Marconi,dolores.marconi@protonmail.com,iron,9.98,IT,yes
Julieta Lucas,julieta.lucas@protonmail.com,silver,49.98,ES,yes
Émilie Baron,ebaron1167@icloud.com,bronze,59.94,FR,no
Jeanette Knight,jeanette.knight@yahoo.com,iron,9.98,US,yes
Gabriel Toledo,gabriel.toledo@icloud.com,gold,79.98,ES,yes
Selena Kemp,selena.kemp@yandex.com,iron,9.98,CA,yes
Slobodan Werner,slobodan.werner@protonmail.com,silver,49.98,DE,yes
Eduard Köhler,eduard.kohler@yahoo.com,iron,9.98,DE,yes
Stuart Davey,stuart.davey@hotmail.com,bronze,19.98,NZ,yes
Janet Eimer,janet.eimer@icloud.com,iron,9.98,DE,yes
Philippe Gilbert,philippe.gilbert@gmail.com,bronze,19.98,FR,yes
Britt Vermeulen,britt.vermeulen@yahoo.com,iron,9.98,NL,yes
Ibán Baquero,iban.baquero@gmail.com,iron,9.98,PA,yes
Douglas Waters,douglas.waters@protonmail.com,iron,9.98,AU,yes
Billy Zamora,billy.zamora@yahoo.com,iron,9.98,CA,yes
Deanna Moore,dmoore9968@hotmail.com,silver,149.94,CA,yes
Ascensión Fonseca,ascension.fonseca@yahoo.com,silver,149.94,AR,yes
Stine Haugland,stine.haugland@yahoo.com,bronze,59.94,NO,yes
Alex Cross,alex.cross@protonmail.com,bronze,19.98,GB,yes
Dean Hagendoorn,dean.hagendoorn@yahoo.com,bronze,19.98,NL,yes
Chucho Ureña,chucho.urena@gmail.com,iron,9.98,GT,yes
Kyle Sanchez,kyle.sanchez@gmail.com,iron,9.98,CA,yes
Lucio Gozzano,lucio.gozzano@yandex.com,bronze,19.98,IT,no
Timothy Mendez,timothy.mendez@yandex.com,iron,9.98,CA,yes
Birte Säuberlich,birte.sauberlich@yandex.com,bronze,19.98,DE,yes
Pietro Tuzzolino,pietro.tuzzolino@hotmail.com,iron,9.98,IT,no
Cody Ward,cody.ward@yandex.com,silver,49.98,CA,yes
Nina van de Klashorst,nina.van.de.klashorst@icloud.com,iron,9.98,NL,yes
Francisco Javier Ávalos,franciscojavier.avalos@outlook.com,silver,149.94,MX,yes
Ashley Hebert,ahebert701@hotmail.com,gold,239.94,AU,yes
Marcus Adams,marcus.adams@icloud.com,gold,79.98,NZ,yes
Anunciación Parra,anunciacion.parra@yahoo.com,iron,9.98,ES,yes
Jolijn Jansen,jolijn.jansen@icloud.com,bronze,19.98,NL,no
Sebastiano Franzese,sebastiano.franzese@gmail.com,iron,9.98,IT,yes
Tristan Pichon,tristan.pichon@yahoo.com,iron,9.98,FR,yes
Antoinette Bodin,antoinette.bodin@icloud.com,iron,9.98,FR,yes
Meral Römer,meral.romer@icloud.com,bronze,19.98,DE,yes
Emir Hendrikse,emir.hendrikse@icloud.com,iron,9.98,NL,no
Eva Larsson,sparkbyte3455@icloud.com,silver,124.95,SE,yes
Louis Breton,louis.breton@protonmail.com,bronze,19.98,FR,yes
Daniel Solorzano,daniel.solorzano@yandex.com,silver,49.98,MX,yes
Stella van Tuijl,stella.van.tuijl@yandex.com,iron,9.98,NL,no
Ivy Heymans,ivy.heymans@protonmail.com,iron,9.98,NL,yes
Lisandro Cantero,lisandro.cantero@yahoo.com,silver,49.98,ES,yes
Rachel Montgomery,rachel.montgomery@gmail.com,iron,9.98,AU,yes
Hamza van Laon,hamza.van.laon@yahoo.com,iron,9.98,NL,no
Willfried Rädel,willfried.radel@yandex.com,iron,9.98,DE,yes
Ileana Marqués,imarques426@yahoo.com,bronze,49.95,ES,yes
Jordon Hereward,jhereward5507@gmail.com,gold,199.95,IE,yes
Ethan Procter,ethan.procter@outlook.com,silver,124.95,NZ,no
Lucio Montalbán,lmontalban6477@hotmail.com,gold,199.95,ES,yes
Karl Amundsen,kamundsen4521@icloud.com,bronze,49.95,NO,no
Sanne Blom,sblom51@yahoo.com,bronze,49.95,NL,yes
Fausto Yáñez,fausto.yanez@yandex.com,iron,9.98,PA,no
Brittany Smith,brittany.smith@hotmail.com,iron,9.98,AU,yes
Tecla Guillén,tecla.guillen@yandex.com,iron,9.98,GT,yes
Joep Verbeeck,joep.verbeeck@icloud.com,iron,9.98,NL,yes
Marianne Bouvier,marianne.bouvier@yandex.com,silver,49.98,FR,yes
Max Moet,max.moet@hotmail.com,iron,9.98,NL,yes
Klaus Peter Hiller,klaus.peter.hiller@hotmail.com,iron,9.98,DE,yes
Kaia Watt,kaia.watt@yahoo.com,silver,49.98,NZ,yes
Raffaello Brugnaro,raffaello.brugnaro@yahoo.com,iron,9.98,IT,yes
Matilde Cuéllar,matilde.cuellar@hotmail.com,silver,49.98,GT,yes
Eusebio Sacristán,eusebio.sacristan@yandex.com,silver,49.98,CR,yes
Teresita Verdejo,teresita.verdejo@hotmail.com,silver,49.98,CR,yes
Timothée Lévy,timothee.levy@gmail.com,gold,79.98,FR,yes
Vladimir Langern,vladimir.langern@gmail.com,iron,9.98,DE,yes
Aina Jansson,ajansson4120@icloud.com,bronze,49.95,SE,yes
Antony Freeman,antony.freeman@outlook.com,silver,124.95,NZ,yes
Michael Smith,michael.smith@hotmail.com,bronze,19.98,NZ,no
Matthew Aitken,matthew.aitken@hotmail.com,gold,79.98,NZ,no
Chad Park,chad.park@icloud.com,bronze,19.98,AU,yes
Flavia Ossola,flavia.ossola@gmail.com,iron,9.98,IT,no
Jeremías Pinilla,jeremias.pinilla@icloud.com,iron,9.98,PA,yes
Noor van Noordeloos,noor.van.noordeloos@gmail.com,bronze,19.98,NL,yes
Gino Casellati,gino.casellati@icloud.com,silver,49.98,IT,no
Anouk Fleury,anouk.fleury@hotmail.com,silver,49.98,FR,yes
Vladimir Wirth,vladimir.wirth@hotmail.com,bronze,19.98,DE,yes
Verónica Prado,veronica.prado@yahoo.com,iron,9.98,MX,yes
Hunter Parker,hunter.parker@icloud.com,iron,9.98,CA,yes
Yuridia Sáenz,yuridia.saenz@hotmail.com,iron,9.98,MX,yes
Dawn Brown,dawn.brown@gmail.com,bronze,49.95,US,yes
Helen Feeny,helen.feeny@hotmail.com,silver,124.95,IE,no
Michael Lucas,michael.lucas@yahoo.com,silver,124.95,DK,yes
Lorenzo Billung,lorenzo.billung@protonmail.com,bronze,19.98,NL,yes
Christopher Mccall,christopher.mccall@yahoo.com,iron,9.98,US,no
Tania Villalonga,tania.villalonga@yandex.com,iron,9.98,PA,no
Bruno Córdoba,bruno.cordoba@yandex.com,iron,9.98,ES,yes
Olalla Marcos,olalla.marcos@gmail.com,iron,9.98,CR,yes
Juan Otero,juan.otero@icloud.com,iron,9.98,PA,yes
